transaction_id,customer_id,txn_timestamp,customer_age,account_age_days,customer_segment,transaction_amount,transaction_hour,merchant_category,country_code,distance_from_home_km,device_change_flag,device_type,payment_channel,ip_risk_score,failed_login_attempts_24h,transaction_velocity_1h,avg_txn_amount_30d,amount_vs_avg_ratio,card_present_flag,cross_border_flag,merchant_risk_score,chargeback_history_count,balance_before_txn,salary_day_flag,is_fraud
T202600614,C100086,08-01-2026 01:16,23,836,retail,173.68,1,grocery,MX,18.8,0,mobile,contactless,0.184,0,0,66.16,2.63,0,0,0.224,0,1838.99,0,0
T202600615,C100212,16-02-2026 08:19,65,337,senior,64.02,8,luxury,DE,0.2,0,atm,mobile_app,0.297,0,3,27.52,2.33,1,0,0.283,0,7835.33,0,0
T202600616,C100043,16-01-2026 14:05,39,2142,student,28.94,14,electronics,US,6,0,pos,mobile_app,0.047,0,2,15,1.93,1,0,0.267,1,7673.21,0,0
T202600617,C100311,18-01-2026 14:41,58,842,retail,169.74,14,grocery,IN,31.7,0,pos,mobile_app,0.453,0,0,97.99,1.73,0,0,0.568,0,34828.05,0,0
T202600618,C100037,21-02-2026 09:52,67,497,retail,220.46,9,utilities,AE,1341.7,0,pos,web_portal,0.47,1,0,175.27,1.26,1,1,0.061,1,4011.89,0,1
T202600619,C100099,15-02-2026 16:18,26,1082,senior,61.1,16,gaming,IN,6.7,0,mobile,contactless,0.506,0,2,33.28,1.84,1,0,0.88,1,2754.27,0,0
T202600620,C100116,12-02-2026 15:05,20,1493,retail,15.26,15,healthcare,US,3112,0,web,contactless,0.493,0,2,15,1.02,1,1,0.261,1,3307.26,0,0
T202600621,C100088,15-03-2026 09:19,64,1155,retail,106.7,9,travel,US,6.7,0,pos,contactless,0.346,0,2,52.61,2.03,0,0,0.36,2,1590.47,0,0
T202600622,C100096,15-03-2026 17:58,32,941,small_business,855.36,17,electronics,AE,23.4,0,web,card_swipe,0.414,0,1,284.39,3.01,0,0,0.325,0,6204.91,0,0
T202600623,C100159,19-03-2026 00:14,65,689,senior,1519.68,0,luxury,BR,3655.6,0,web,card_swipe,0.054,0,1,64.79,23.46,0,1,0.466,1,4894.5,0,1
T202600624,C100127,19-01-2026 08:50,63,699,student,71.14,8,digital_services,US,5.5,0,web,mobile_app,0.61,0,0,98.79,0.72,1,0,0.525,2,5646.01,0,0
T202600625,C100268,09-01-2026 15:47,54,1201,senior,20.64,15,atm_withdrawal,DE,6607.7,0,pos,contactless,0.326,1,0,28.64,0.72,0,1,0.157,0,9286.22,0,0
T202600626,C100149,25-01-2026 08:02,21,1344,retail,66.83,8,digital_services,DE,9.1,0,pos,contactless,0.206,0,2,17.19,3.89,1,0,0.516,2,8832.73,1,0
T202600627,C100097,06-02-2026 15:11,58,993,student,380.31,15,gaming,NG,18.1,0,pos,mobile_app,0.141,1,3,290.14,1.31,1,0,0.31,0,5229.61,0,0
T202600628,C100136,14-01-2026 06:03,54,846,retail,105.68,6,healthcare,SG,7291.4,1,mobile,mobile_app,0.3,0,2,85.22,1.24,1,1,0.455,0,11407.27,0,1
T202600629,C100273,25-02-2026 19:28,75,946,small_business,92.06,19,utilities,US,12.7,0,web,web_portal,0.201,0,1,124.19,0.74,0,0,0.439,0,50714.41,0,0
T202600630,C100211,03-01-2026 08:37,61,1060,retail,40.51,8,atm_withdrawal,SG,10.6,0,pos,card_swipe,0.233,1,1,51.39,0.79,0,0,0.342,0,5922.2,0,0
T202600631,C100235,17-01-2026 13:57,61,1146,retail,49.32,13,gaming,GB,15.2,0,web,contactless,0.732,0,0,81.66,0.6,1,0,0.45,0,3987.76,0,0
T202600632,C100008,25-01-2026 06:55,30,392,retail,39.81,6,electronics,SG,6.7,0,mobile,atm,0.65,0,1,24.12,1.65,1,0,0.575,1,21156.79,1,0
T202600633,C100259,07-02-2026 03:34,53,483,senior,32.79,3,fuel,CA,5.2,0,web,contactless,0.131,0,2,45.59,0.72,0,0,0.193,0,6977.7,0,0
T202600634,C100264,22-02-2026 10:04,77,541,affluent,8.15,10,luxury,CA,4.4,0,pos,card_swipe,0.069,0,2,18.18,0.45,0,0,0.708,0,5839.44,0,0
T202600635,C100206,24-03-2026 20:47,63,609,student,121.19,20,atm_withdrawal,IN,325.4,1,pos,web_portal,0.401,0,2,55.24,2.19,1,0,0.245,0,1367.56,0,0
T202600636,C100241,09-02-2026 00:12,53,442,affluent,75.91,0,fuel,IN,12.6,0,pos,web_portal,0.515,1,2,56.81,1.34,0,0,0.108,1,6051.27,0,0
T202600637,C100304,21-02-2026 02:30,50,450,retail,121.72,2,atm_withdrawal,US,11,0,web,web_portal,0.4,0,2,57.22,2.13,1,0,0.379,0,1378.94,0,0
T202600638,C100181,29-01-2026 13:56,27,311,retail,26.44,13,restaurant,US,9.9,0,mobile,web_portal,0.527,0,1,56.63,0.47,1,0,0.159,0,8412.43,0,0
T202600639,C100315,06-01-2026 23:33,57,811,senior,276,23,restaurant,US,4.3,0,web,card_swipe,0.132,0,2,171.69,1.61,1,0,0.527,0,1032.72,0,0
T202600640,C100070,25-02-2026 07:45,65,705,retail,17.46,7,healthcare,NG,4.2,0,pos,contactless,0.564,0,0,48.97,0.36,0,0,0.179,0,2175.13,1,0
T202600641,C100287,06-02-2026 07:27,52,667,retail,38.04,7,gaming,BR,11.4,1,pos,mobile_app,0.399,2,5,71.57,0.53,1,0,0.407,1,5787.75,0,0
T202600642,C100169,11-03-2026 14:23,19,520,retail,426.63,14,grocery,US,13.2,0,mobile,card_swipe,0.349,0,1,109.57,3.89,1,0,0.177,0,2046.45,0,0
T202600643,C100099,22-01-2026 03:57,26,1082,senior,50.15,3,healthcare,IN,9.2,0,mobile,card_swipe,0.063,0,3,33.28,1.51,0,0,0.156,1,3486.97,0,0
T202600644,C100188,16-03-2026 14:28,32,1554,retail,27.41,14,fuel,AE,15.9,0,mobile,contactless,0.206,0,2,24.66,1.11,1,0,0.129,1,986.59,0,0
T202600645,C100102,19-01-2026 08:38,66,1200,retail,79.55,8,restaurant,US,15.5,0,web,mobile_app,0.232,0,0,24.73,3.22,1,0,0.152,1,3299.7,0,0
T202600646,C100224,05-01-2026 15:13,61,378,retail,75.75,15,grocery,IN,17.9,0,atm,contactless,0.428,0,0,65.58,1.16,1,0,0.281,0,9177.26,0,0
T202600647,C100289,17-01-2026 22:28,46,176,student,13.58,22,healthcare,MX,4099.3,1,pos,mobile_app,0.531,2,1,29.52,0.46,1,1,0.226,4,8173.57,0,0
T202600648,C100128,01-03-2026 19:39,52,1209,retail,69.42,19,fashion,GB,3.4,0,pos,card_swipe,0.245,0,0,115.18,0.6,1,0,0.297,0,4438.65,1,0
T202600649,C100064,03-02-2026 02:40,42,1419,affluent,50.99,2,digital_services,IN,23.6,0,atm,web_portal,0.099,0,1,55.09,0.93,0,0,0.351,0,14597.32,0,0
T202600650,C100064,06-01-2026 04:16,42,1419,affluent,326.89,4,atm_withdrawal,US,4910.7,0,mobile,contactless,0.368,0,2,55.09,5.93,0,1,0.526,0,15056.57,0,0
T202600651,C100278,16-03-2026 14:52,21,1372,retail,228.28,14,fuel,MX,3544.1,1,web,contactless,0.53,4,0,101.2,2.26,1,1,0.209,1,9682.24,0,0
T202600652,C100274,29-03-2026 07:07,43,1277,retail,322.48,7,grocery,US,13.5,0,atm,mobile_app,0.075,0,2,90.35,3.57,1,0,0.01,0,6216.17,0,0
T202600653,C100197,30-01-2026 18:16,25,915,affluent,124.12,18,restaurant,IN,52.4,1,mobile,contactless,0.731,2,3,125.73,0.99,1,0,0.109,0,8946.1,0,0
T202600654,C100195,10-02-2026 06:48,23,160,retail,37.29,6,travel,AE,23.5,0,mobile,contactless,0.759,0,1,15,2.49,0,0,0.701,1,3087.28,0,0
T202600655,C100047,30-03-2026 18:39,71,427,small_business,132.73,18,gaming,NG,10.9,0,atm,atm,0.062,0,1,111.9,1.19,1,0,0.262,2,2478.82,0,0
T202600656,C100250,15-01-2026 03:05,28,1094,retail,366.54,3,electronics,SG,7.5,0,pos,mobile_app,0.296,0,0,132.55,2.77,1,0,0.586,0,10051.61,0,0
T202600657,C100104,22-02-2026 03:09,65,925,retail,26.37,3,restaurant,US,13.7,1,mobile,atm,0.808,0,4,91.39,0.29,1,0,0.26,1,18034.53,0,0
T202600658,C100030,09-01-2026 22:28,45,676,retail,283.38,22,atm_withdrawal,NG,381.2,0,pos,card_swipe,0.405,1,1,55.54,5.1,1,0,0.184,0,1589.97,0,0
T202600659,C100271,20-01-2026 01:48,19,1187,small_business,209.3,1,fuel,IN,20.1,0,mobile,atm,0.027,0,3,136.96,1.53,1,0,0.393,0,4815.69,0,0
T202600660,C100275,10-01-2026 11:55,46,506,retail,54.73,11,gaming,US,21.7,0,pos,card_swipe,0.165,0,2,20.01,2.74,1,0,0.19,1,2631.76,0,0
T202600661,C100120,23-01-2026 10:28,44,829,small_business,19.44,10,utilities,US,0.7,0,pos,web_portal,0.189,0,1,27.21,0.71,1,0,0.549,0,1276.56,0,0
T202600662,C100047,11-02-2026 14:26,71,427,small_business,228.73,14,utilities,SG,6439.7,0,atm,card_swipe,0.18,0,1,111.9,2.04,1,1,0.259,2,2604.52,0,1
T202600663,C100309,21-01-2026 19:33,24,1160,retail,102.72,19,grocery,US,10.6,0,web,contactless,0.261,0,1,108.72,0.94,0,0,0.01,0,8845.11,0,0
T202600664,C100100,23-01-2026 01:03,67,1601,senior,98.9,1,fuel,US,6.8,0,atm,card_swipe,0.483,0,2,203.1,0.49,1,0,0.5,0,10220.55,0,0
T202600665,C100261,23-03-2026 21:48,28,299,retail,25.25,21,luxury,US,12.3,0,mobile,web_portal,0.625,0,1,55.12,0.46,1,0,0.591,0,4718.97,0,0
T202600666,C100288,14-01-2026 20:05,50,766,small_business,266.34,20,digital_services,AE,1809.1,0,web,web_portal,0.26,0,1,170.13,1.57,0,1,0.387,0,1861.12,0,1
T202600667,C100283,16-01-2026 13:36,47,800,student,32.25,13,grocery,BR,885.1,0,pos,atm,0.206,0,3,15,2.15,1,1,0.248,2,2318.15,0,0
T202600668,C100140,07-02-2026 08:22,76,353,senior,75.06,8,fashion,AE,31.5,0,pos,web_portal,0.087,0,0,106.02,0.71,0,0,0.467,0,8233.57,0,0
T202600669,C100166,17-03-2026 00:05,37,904,senior,49.14,0,atm_withdrawal,US,17.4,0,mobile,atm,0.136,1,3,64.25,0.76,1,0,0.133,2,8254.23,0,0
T202600670,C100050,24-01-2026 11:58,63,1776,retail,195.12,11,digital_services,SG,2655.3,0,web,atm,0.506,0,2,143.21,1.36,0,1,0.173,0,913.97,0,0
T202600671,C100290,25-01-2026 07:44,66,476,retail,30.24,7,healthcare,SG,6.6,1,atm,atm,0.579,3,5,85.82,0.35,0,0,0.536,0,2246.92,1,0
T202600672,C100184,16-02-2026 15:24,47,1122,senior,19.19,15,healthcare,US,12.3,0,pos,card_swipe,0.692,1,1,15,1.28,1,0,0.382,1,71676.12,0,0
T202600673,C100233,12-03-2026 21:18,63,343,small_business,11.81,21,grocery,DE,18.2,0,mobile,card_swipe,0.297,0,1,29.78,0.4,0,0,0.655,0,1735.47,0,0
T202600674,C100137,11-02-2026 16:27,19,581,retail,94.38,16,utilities,NG,5.5,0,web,card_swipe,0.157,0,0,36.8,2.56,1,0,0.653,2,4227.84,0,1
T202600675,C100242,06-01-2026 04:24,23,1693,senior,35.82,4,fuel,US,50.3,0,pos,card_swipe,0.246,0,2,36.66,0.98,1,0,0.46,0,7777.56,0,0
T202600676,C100026,14-01-2026 19:35,42,490,retail,31.95,19,atm_withdrawal,US,43,0,mobile,contactless,0.185,0,1,58.08,0.55,1,0,0.265,1,2110.5,0,0
T202600677,C100223,06-02-2026 12:15,30,640,retail,33.55,12,fashion,IN,5289.4,0,atm,card_swipe,0.187,0,2,43.79,0.77,1,1,0.271,1,5350.11,0,0
T202600678,C100141,10-02-2026 03:38,30,442,student,209.3,3,digital_services,CA,12.6,0,pos,contactless,0.284,1,3,213.56,0.98,0,0,0.653,0,1785.84,0,0
T202600679,C100310,21-01-2026 11:00,57,958,retail,93.78,11,fuel,US,0,0,pos,card_swipe,0.537,0,2,66.25,1.42,1,0,0.221,0,3319.81,0,0
T202600680,C100162,23-03-2026 00:57,42,692,retail,115.55,0,healthcare,CA,12,0,atm,card_swipe,0.229,1,1,141.1,0.82,1,0,0.332,0,2698.91,0,0
T202600681,C100199,30-01-2026 03:58,75,895,senior,64.21,3,gaming,GB,446.1,0,atm,contactless,0.526,0,1,40.61,1.58,1,1,0.706,1,8263.53,0,0
T202600682,C100211,02-02-2026 23:03,61,1060,retail,55.99,23,grocery,SG,12.6,0,pos,web_portal,0.536,0,1,51.39,1.09,1,0,0.23,0,8410.81,0,0
T202600683,C100203,06-03-2026 21:22,59,770,student,28.16,21,restaurant,US,20,0,pos,contactless,0.48,1,5,15,1.88,1,0,0.457,0,874.92,0,0
T202600684,C100269,19-01-2026 12:55,53,1457,student,120.74,12,restaurant,IN,19.6,0,atm,web_portal,0.111,0,2,180.63,0.67,1,0,0.347,0,6386.42,0,0
T202600685,C100223,22-02-2026 14:14,30,640,retail,12.93,14,digital_services,US,5.3,0,mobile,web_portal,0.621,0,3,43.79,0.3,0,0,0.191,1,5176.98,0,0
T202600686,C100089,08-03-2026 00:38,67,778,retail,125.86,0,gaming,IN,27.2,0,mobile,contactless,0.452,0,0,87.71,1.43,1,0,0.274,0,3646.2,0,0
T202600687,C100203,08-02-2026 11:22,59,770,student,31.08,11,luxury,US,5.3,0,pos,mobile_app,0.192,0,0,15,2.07,0,0,0.646,0,771.29,0,0
T202600688,C100109,03-02-2026 21:34,60,507,retail,80.86,21,travel,US,8,0,web,contactless,0.674,1,0,34.48,2.35,0,0,0.237,0,14489.08,0,0
T202600689,C100183,29-03-2026 09:15,59,1187,retail,21.55,9,utilities,DE,0.6,0,web,contactless,0.443,0,2,15,1.44,1,0,0.386,0,12768.26,0,0
T202600690,C100015,21-01-2026 04:05,65,392,retail,31.62,4,digital_services,MX,8.7,0,mobile,web_portal,0.714,0,1,55.68,0.57,0,0,0.213,0,700.88,0,0
T202600691,C100297,31-03-2026 01:27,44,298,retail,284.14,1,fuel,CA,23.3,0,pos,contactless,0.889,0,1,269.55,1.05,1,0,0.537,0,59010,0,0
T202600692,C100068,19-03-2026 17:01,22,922,senior,933.08,17,utilities,IN,14.3,0,mobile,atm,0.11,0,1,421.18,2.22,0,0,0.392,0,1453.37,0,0
T202600693,C100107,05-01-2026 04:00,57,437,student,28.76,4,utilities,NG,0.8,0,mobile,web_portal,0.114,0,0,40.22,0.72,0,0,0.254,1,791.51,0,0
T202600694,C100245,20-01-2026 01:47,23,729,small_business,168.6,1,gaming,CA,6,0,mobile,web_portal,0.333,0,4,44.92,3.75,0,0,0.124,0,6728.04,0,0
T202600695,C100272,10-02-2026 19:01,27,628,small_business,31.33,19,utilities,US,8746.3,0,pos,card_swipe,0.086,0,0,21.41,1.46,1,1,0.542,0,3311.15,0,0
T202600696,C100212,21-03-2026 13:11,65,337,senior,77.47,13,electronics,DE,8.9,0,atm,web_portal,0.503,0,3,27.52,2.82,1,0,0.26,0,6344.35,0,0
T202600697,C100092,08-01-2026 19:48,68,450,retail,81.59,19,grocery,GB,2.2,0,pos,contactless,0.528,0,1,210.36,0.39,0,0,0.287,1,2429.02,0,0
T202600698,C100069,13-01-2026 23:57,46,689,retail,237.02,23,travel,US,2418.3,1,pos,web_portal,0.711,0,1,257.57,0.92,0,1,0.381,0,2448.48,0,0
T202600699,C100313,02-03-2026 17:12,34,1776,affluent,759.39,17,atm_withdrawal,SG,281.7,0,pos,card_swipe,0.289,0,5,355.06,2.14,1,0,0.236,0,776.43,0,0
T202600700,C100296,25-02-2026 02:13,68,1180,retail,14.04,2,fuel,IN,23.9,0,atm,contactless,0.603,0,3,16.39,0.86,0,0,0.634,1,17023.45,1,0
T202600701,C100227,13-01-2026 22:26,52,1043,affluent,416.13,22,digital_services,CA,11.2,0,atm,mobile_app,0.013,0,4,137.77,3.02,0,0,0.628,1,9749.44,0,0
T202600702,C100101,02-02-2026 12:36,29,1218,senior,20.09,12,fashion,US,4.5,0,mobile,contactless,0.12,0,1,30.15,0.67,1,0,0.476,0,3616.17,0,0
T202600703,C100151,22-02-2026 16:24,34,752,retail,26.74,16,healthcare,BR,3746.2,0,pos,card_swipe,0.212,2,1,20.71,1.29,1,1,0.295,0,4336.72,0,0
T202600704,C100029,02-01-2026 12:12,44,1030,retail,145.54,12,electronics,DE,8,0,mobile,contactless,0.353,0,1,61.94,2.35,1,0,0.405,0,2942.67,0,0
T202600705,C100076,07-03-2026 01:24,37,1228,retail,62.03,1,utilities,US,4.4,0,web,atm,0.075,0,0,62.57,0.99,1,0,0.283,2,998.67,0,0
T202600706,C100137,25-02-2026 12:15,19,581,retail,52.69,12,restaurant,NG,0.9,0,web,web_portal,0.085,2,1,36.8,1.43,0,0,0.309,2,4424.4,1,0
T202600707,C100282,18-02-2026 04:07,58,716,retail,171.01,4,restaurant,IN,26,0,mobile,card_swipe,0.077,0,1,167.26,1.02,1,0,0.276,0,7888.28,0,0
T202600708,C100220,21-02-2026 22:58,25,909,retail,55.09,22,fashion,IN,12.3,0,pos,card_swipe,0.021,0,3,21.89,2.52,0,0,0.344,0,7181.53,0,0
T202600709,C100060,07-01-2026 05:36,73,766,small_business,5.5,5,utilities,DE,6.2,1,atm,mobile_app,0.272,0,1,15,0.37,1,0,0.131,1,9309.24,0,0
T202600710,C100182,04-02-2026 04:53,47,849,affluent,95.35,4,digital_services,US,10.6,0,atm,card_swipe,0.58,0,2,163.24,0.58,1,0,0.397,1,1624.06,0,0
T202600711,C100088,25-02-2026 10:06,64,1155,retail,65.83,10,grocery,US,31.5,0,pos,mobile_app,0.076,0,1,52.61,1.25,1,0,0.146,2,1210.43,1,0
T202600712,C100054,28-01-2026 18:28,47,710,retail,142.91,18,electronics,US,8.3,0,mobile,card_swipe,0.385,0,3,81.82,1.75,1,0,0.105,0,12124.33,1,0
T202600713,C100036,10-01-2026 14:17,69,2399,retail,89.03,14,healthcare,US,16.8,0,atm,card_swipe,0.481,0,0,58.93,1.51,0,0,0.473,0,1436.43,0,0
T202600714,C100313,06-02-2026 05:44,34,1776,affluent,305.6,5,grocery,SG,19.9,0,web,mobile_app,0.729,0,0,355.06,0.86,1,0,0.356,0,671.69,0,0
T202600715,C100203,12-02-2026 00:31,59,770,student,14.19,0,fuel,US,6.9,0,web,contactless,0.427,1,1,15,0.95,1,0,0.092,0,712.12,0,0
T202600716,C100016,20-01-2026 00:49,48,1721,affluent,75.21,0,restaurant,US,7236.1,0,pos,card_swipe,0.549,0,2,71.99,1.04,1,1,0.178,0,6347.03,0,1
T202600717,C100207,21-03-2026 09:26,76,777,small_business,8.87,9,atm_withdrawal,US,23,0,pos,atm,0.129,0,2,15,0.59,0,0,0.563,3,4680.73,0,0
T202600718,C100017,14-03-2026 14:22,25,733,retail,92.21,14,fashion,BR,20.6,0,mobile,atm,0.263,0,1,70.76,1.3,0,0,0.146,0,1455.99,0,0
T202600719,C100278,16-01-2026 10:35,21,1372,retail,374.96,10,gaming,CA,1651.2,0,web,contactless,0.465,1,1,101.2,3.71,0,1,0.21,1,8176.74,0,0
T202600720,C100138,29-01-2026 22:58,38,487,retail,52.75,22,digital_services,SG,6.9,0,pos,mobile_app,0.289,0,2,68.03,0.78,0,0,0.223,0,1595.84,0,0
T202600721,C100188,09-02-2026 04:41,32,1554,retail,29.69,4,fashion,AE,20.6,0,pos,contactless,0.526,1,2,24.66,1.2,0,0,0.501,1,775.52,0,1
T202600722,C100271,21-03-2026 23:32,19,1187,small_business,191.42,23,electronics,IN,20.8,0,pos,contactless,0.221,0,1,136.96,1.4,1,0,0.42,0,3878.4,0,0
T202600723,C100284,10-02-2026 14:03,44,444,student,177.76,14,utilities,SG,13.6,0,pos,contactless,0.285,1,1,52.56,3.38,0,0,0.01,0,1800.96,0,0
T202600724,C100102,16-03-2026 21:40,66,1200,retail,23.3,21,luxury,IN,606.6,0,web,atm,0.039,0,1,24.73,0.94,1,1,0.565,1,3159.27,0,1
T202600725,C100159,13-03-2026 13:34,65,689,senior,286.83,13,restaurant,US,0.4,1,web,contactless,0.204,2,2,64.79,4.43,1,0,0.153,1,4859.77,0,0
T202600726,C100178,23-02-2026 23:01,72,539,small_business,61.22,23,fashion,IN,26.6,0,mobile,mobile_app,0.221,0,1,42.53,1.44,1,0,0.192,2,6627.05,0,0
T202600727,C100154,18-03-2026 03:28,44,1350,retail,38.28,3,grocery,MX,5208.4,1,pos,contactless,0.423,3,2,36.68,1.04,1,1,0.583,1,4719.73,0,1
T202600728,C100085,14-02-2026 10:04,60,1183,retail,89.3,10,grocery,US,28.9,0,mobile,contactless,0.298,0,1,107.19,0.83,1,0,0.733,1,5396.04,0,0
T202600729,C100188,21-02-2026 17:08,32,1554,retail,17.51,17,utilities,AE,7.9,0,pos,web_portal,0.115,0,3,24.66,0.71,1,0,0.31,1,941.76,0,0
T202600730,C100058,17-03-2026 15:11,62,829,senior,81.82,15,grocery,BR,8691.2,0,mobile,card_swipe,0.329,1,1,66.75,1.23,1,1,0.468,1,1859.51,0,0
T202600731,C100181,24-01-2026 11:29,27,311,retail,290.93,11,electronics,US,14,0,mobile,mobile_app,0.632,0,0,56.63,5.14,1,0,0.113,0,7390.54,0,0
T202600732,C100257,12-01-2026 03:20,24,1432,affluent,32.19,3,digital_services,IN,22.5,0,pos,mobile_app,0.163,0,1,94.6,0.34,0,0,0.778,0,31171.85,0,1
T202600733,C100223,19-01-2026 01:50,30,640,retail,20.95,1,fashion,US,32.4,0,pos,contactless,0.091,0,2,43.79,0.48,1,0,0.031,1,4448.97,0,0
T202600734,C100148,30-01-2026 10:10,67,670,retail,19.93,10,grocery,BR,1181.4,0,pos,contactless,0.64,0,1,48.95,0.41,1,1,0.308,1,2322.08,0,0
T202600735,C100100,30-03-2026 22:35,67,1601,senior,521.05,22,atm_withdrawal,US,15.5,0,atm,card_swipe,0.324,0,0,203.1,2.57,1,0,0.386,0,11119.68,0,0
T202600736,C100165,06-01-2026 21:55,66,809,retail,60.05,21,utilities,BR,5250.4,0,mobile,atm,0.192,1,1,47.69,1.26,1,1,0.455,0,5207.47,0,1
T202600737,C100219,22-02-2026 05:11,72,405,senior,112.99,5,travel,US,247.2,0,mobile,card_swipe,0.491,1,0,88.41,1.28,0,0,0.53,1,2585.93,0,0
T202600738,C100228,16-01-2026 07:41,50,1471,affluent,125.75,7,luxury,IN,26,0,mobile,contactless,0.452,0,2,83.07,1.51,0,0,0.498,0,2137.07,0,0
T202600739,C100013,04-01-2026 05:49,63,1368,retail,51.36,5,healthcare,GB,18,0,web,mobile_app,0.538,0,3,54.39,0.94,0,0,0.528,0,2468.78,0,0
T202600740,C100119,24-01-2026 21:49,24,1048,small_business,7.23,21,gaming,MX,7.7,0,web,contactless,0.295,0,4,15,0.48,0,0,0.326,1,2205.15,0,0
T202600741,C100189,22-03-2026 08:01,36,1587,retail,85.67,8,restaurant,SG,12.4,0,mobile,web_portal,0.845,0,1,65.53,1.31,1,0,0.474,0,2106.2,0,1
T202600742,C100079,22-03-2026 14:12,58,1077,retail,37.89,14,fuel,IN,14.5,0,mobile,web_portal,0.117,0,3,74.55,0.51,1,0,0.394,0,2367.88,0,0
T202600743,C100278,03-02-2026 17:28,21,1372,retail,210.61,17,electronics,US,3.3,0,mobile,contactless,0.132,0,1,101.2,2.08,1,0,0.301,1,11094.07,0,0
T202600744,C100036,09-01-2026 14:32,69,2399,retail,33.4,14,digital_services,US,1.5,0,atm,card_swipe,0.012,0,1,58.93,0.57,1,0,0.416,0,1705.36,0,0
T202600745,C100136,23-02-2026 22:26,54,846,retail,247.86,22,utilities,US,4.6,0,atm,mobile_app,0.231,0,4,85.22,2.91,1,0,0.565,0,12548.77,0,0
T202600746,C100161,15-02-2026 18:21,57,962,affluent,237.66,18,gaming,IN,7.9,0,pos,mobile_app,0.234,0,2,46.45,5.12,1,0,0.496,0,14019.4,0,1
T202600747,C100015,12-03-2026 20:39,65,392,retail,71.72,20,gaming,MX,13.4,0,mobile,contactless,0.15,0,1,55.68,1.29,1,0,0.461,0,881.46,0,0
T202600748,C100011,17-03-2026 22:12,76,933,retail,211.51,22,electronics,IN,11.5,0,pos,web_portal,0.304,0,1,125.23,1.69,1,0,0.188,0,8755.71,0,0
T202600749,C100305,07-01-2026 06:09,26,1816,student,73.98,6,fuel,IN,1.7,0,pos,mobile_app,0.034,0,2,46.12,1.6,1,0,0.244,0,6847.54,0,0
T202600750,C100078,18-01-2026 22:58,51,673,retail,28.16,22,utilities,DE,1.7,0,mobile,contactless,0.247,1,1,37.66,0.75,0,0,0.537,0,2081.3,0,0
T202600751,C100249,13-02-2026 18:43,20,672,affluent,44.13,18,healthcare,US,5.4,0,mobile,contactless,0.646,0,2,38.5,1.15,1,0,0.198,1,5352.9,0,0
T202600752,C100004,20-02-2026 10:58,43,482,affluent,382.23,10,utilities,US,2.4,0,pos,contactless,0.425,0,2,104.46,3.66,1,0,0.323,0,1373.73,0,0
T202600753,C100005,10-01-2026 20:12,69,979,retail,72.28,20,fuel,GB,46.4,1,atm,contactless,0.442,0,5,98.47,0.73,0,0,0.267,1,1270.15,0,0
T202600754,C100264,27-02-2026 03:15,77,541,affluent,28.03,3,restaurant,CA,25.5,0,pos,card_swipe,0.488,0,1,18.18,1.54,1,0,0.468,0,5673.76,1,0
T202600755,C100177,26-01-2026 03:09,27,1528,small_business,78.78,3,luxury,US,9.7,0,web,contactless,0.381,0,1,67.86,1.16,1,0,0.541,1,7907.73,0,1
T202600756,C100317,22-01-2026 16:59,61,832,retail,30.09,16,fuel,US,7.4,1,web,web_portal,0.255,4,2,35.19,0.86,0,0,0.142,2,4547.64,0,0
T202600757,C100187,15-03-2026 04:41,40,1510,retail,148.06,4,fashion,US,0.7,0,mobile,contactless,0.342,1,2,80.47,1.84,1,0,0.266,0,2376.39,0,0
T202600758,C100258,15-02-2026 07:43,28,283,retail,21.83,7,digital_services,US,2.4,0,pos,atm,0.531,0,1,50.29,0.43,0,0,0.526,1,2567.82,0,0
T202600759,C100138,02-03-2026 06:25,38,487,retail,59.89,6,electronics,SG,10.1,0,web,contactless,0.073,2,0,68.03,0.88,1,0,0.025,0,1665.29,0,0
T202600760,C100131,13-02-2026 02:44,51,1165,retail,141.55,2,grocery,IN,19.1,0,pos,mobile_app,0.132,1,4,101.97,1.39,0,0,0.389,0,3294.48,0,0
T202600761,C100282,10-01-2026 01:39,58,716,retail,177,1,gaming,IN,5.7,0,mobile,contactless,0.177,0,0,167.26,1.06,0,0,0.125,0,7950.34,0,0
T202600762,C100065,03-02-2026 19:36,37,1026,affluent,39.5,19,fuel,CA,5903.7,0,mobile,contactless,0.125,0,1,21.53,1.83,1,1,0.151,0,1301.02,0,0
T202600763,C100202,20-01-2026 23:32,47,938,affluent,30.33,23,fuel,US,15.5,0,pos,atm,0.536,0,0,69.42,0.44,1,0,0.421,0,1231.26,0,0
T202600764,C100203,13-02-2026 22:07,59,770,student,12.79,22,healthcare,US,8,0,atm,card_swipe,0.622,0,1,15,0.85,1,0,0.657,0,686.44,0,0
T202600765,C100078,20-01-2026 00:52,51,673,retail,27.45,0,utilities,DE,3.6,0,mobile,atm,0.419,1,0,37.66,0.73,1,0,0.399,0,2158.65,0,0
T202600766,C100222,27-03-2026 10:10,60,1842,retail,53.95,10,atm_withdrawal,AE,14,0,pos,web_portal,0.333,0,1,37.7,1.43,0,0,0.197,0,8803.24,1,0
T202600767,C100066,08-02-2026 09:55,72,1263,retail,131.1,9,healthcare,US,11.6,0,pos,contactless,0.098,1,7,31.85,4.12,1,0,0.209,1,20261.64,0,0
